===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,OutperformSMACross_1,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
35,,35,2020-01-02 10:00:00,7162.01,7180.0,7153.33,7161.83,1312.2,,OutperformSMACross_1,35,737426.4166666666,Broker,35,10000.0,10000.0,BuySell,35,,,Trades - Net Profit/Loss,35,,
36,,36,2020-01-02 11:00:00,7161.83,7168.67,7139.03,7139.79,710.2,,OutperformSMACross_1,36,737426.4583333334,Broker,36,10000.0,10000.0,BuySell,36,,,Trades - Net Profit/Loss,36,,
37,,37,2020-01-02 12:00:00,7139.79,7163.4,7139.03,7158.29,757.44,,OutperformSMACross_1,37,737426.5,Broker,37,10000.0,10000.0,BuySell,37,,,Trades - Net Profit/Loss,37,,
38,,38,2020-01-02 13:00:00,7158.29,7163.35,7107.43,7131.15,1410.3,,OutperformSMACross_1,38,737426.5416666666,Broker,38,10000.0,10000.0,BuySell,38,,,Trades - Net Profit/Loss,38,,
39,,39,2020-01-02 14:00:00,7131.15,7157.1,7122.34,7135.59,875.91,,OutperformSMACross_1,39,737426.5833333334,Broker,39,10000.0,10000.0,BuySell,39,,,Trades - Net Profit/Loss,39,,
40,,40,2020-01-02 15:00:00,7135.59,7152.0,7120.0,7130.98,810.47,,OutperformSMACross_1,40,737426.625,Broker,40,10000.0,10000.0,BuySell,40,,,Trades - Net Profit/Loss,40,,
41,,41,2020-01-02 16:00:00,7130.98,7146.85,7020.0,7052.32,2996.22,,OutperformSMACross_1,41,737426.6666666666,Broker,41,10000.0,10000.0,BuySell,41,,,Trades - Net Profit/Loss,41,,
42,,42,2020-01-02 17:00:00,7052.32,7053.09,6924.74,6970.04,5244.63,,OutperformSMACross_1,42,737426.7083333334,Broker,42,10000.0,10000.0,BuySell,42,,,Trades - Net Profit/Loss,42,,
43,,43,2020-01-02 18:00:00,6970.04,6989.68,6949.96,6974.02,1392.82,,OutperformSMACross_1,43,737426.75,Broker,43,10000.0,10000.0,BuySell,43,,,Trades - Net Profit/Loss,43,,
44,,44,2020-01-02 19:00:00,6974.02,6995.0,6960.0,6983.27,1286.09,,OutperformSMACross_1,44,737426.7916666666,Broker,44,10000.0,10000.0,BuySell,44,,,Trades - Net Profit/Loss,44,,
45,,45,2020-01-02 20:00:00,6983.27,6983.27,6941.27,6948.49,1049.68,,OutperformSMACross_1,45,737426.8333333334,Broker,45,10000.0,10000.0,BuySell,45,,,Trades - Net Profit/Loss,45,,
46,,46,2020-01-02 21:00:00,6948.49,6985.0,6946.2,6977.73,607.34,,OutperformSMACross_1,46,737426.875,Broker,46,10000.0,10000.0,BuySell,46,,,Trades - Net Profit/Loss,46,,
47,,47,2020-01-02 22:00:00,6977.73,6978.24,6963.02,6974.8,521.92,,OutperformSMACross_1,47,737426.9166666666,Broker,47,10000.0,10000.0,BuySell,47,,,Trades - Net Profit/Loss,47,,
48,,48,2020-01-02 23:00:00,6974.8,6974.8,6950.0,6965.71,701.16,,OutperformSMACross_1,48,737426.9583333334,Broker,48,10000.0,10000.0,BuySell,48,,,Trades - Net Profit/Loss,48,,
49,,49,2020-01-03 00:00:00,6965.71,6966.47,6912.88,6937.0,1027.22,,OutperformSMACross_1,49,737427.0,Broker,49,10000.0,10000.0,BuySell,49,,,Trades - Net Profit/Loss,49,,
50,,50,2020-01-03 01:00:00,6937.0,6946.07,6878.19,6888.85,2012.07,,OutperformSMACross_1,50,737427.0416666666,Broker,50,10000.0,10000.0,BuySell,50,,,Trades - Net Profit/Loss,50,,
51,,51,2020-01-03 02:00:00,6888.85,6966.8,6871.04,6956.88,2614.16,,OutperformSMACross_1,51,737427.0833333334,Broker,51,10000.0,10000.0,BuySell,51,,,Trades - Net Profit/Loss,51,,
52,,52,2020-01-03 03:00:00,6956.88,6966.36,6940.0,6952.04,1195.9,,OutperformSMACross_1,52,737427.125,Broker,52,10000.0,10000.0,BuySell,52,,,Trades - Net Profit/Loss,52,,
53,,53,2020-01-03 04:00:00,6952.04,7264.71,6948.64,7210.19,8412.13,,OutperformSMACross_1,53,737427.1666666666,Broker,53,10000.0,10000.0,BuySell,53,,,Trades - Net Profit/Loss,53,,
54,,54,2020-01-03 05:00:00,7210.19,7249.0,7168.48,7220.47,3255.53,,OutperformSMACross_1,54,737427.2083333334,Broker,54,10000.0,10000.0,BuySell,54,,,Trades - Net Profit/Loss,54,,
55,,55,2020-01-03 06:00:00,7220.47,7225.0,7190.14,7202.22,1916.31,,OutperformSMACross_1,55,737427.25,Broker,55,10000.0,10000.0,BuySell,55,,,Trades - Net Profit/Loss,55,,
56,,56,2020-01-03 07:00:00,7202.22,7232.0,7185.04,7203.21,2013.23,,OutperformSMACross_1,56,737427.2916666666,Broker,56,10000.0,10000.0,BuySell,56,,,Trades - Net Profit/Loss,56,,
57,,57,2020-01-03 08:00:00,7203.21,7297.29,7202.28,7260.6,3535.29,,OutperformSMACross_1,57,737427.3333333334,Broker,57,10000.0,10000.0,BuySell,57,,,Trades - Net Profit/Loss,57,,
58,,58,2020-01-03 09:00:00,7260.6,7358.88,7256.56,7348.42,4897.76,,OutperformSMACross_1,58,737427.375,Broker,58,10000.0,10000.0,BuySell,58,,,Trades - Net Profit/Loss,58,,
59,,59,2020-01-03 10:00:00,7348.42,7371.92,7281.3,7312.25,3551.5,,OutperformSMACross_1,59,737427.4166666666,Broker,59,10000.0,10000.0,BuySell,59,,,Trades - Net Profit/Loss,59,,
60,,60,2020-01-03 11:00:00,7312.25,7346.0,7306.61,7340.46,1653.02,,OutperformSMACross_1,60,737427.4583333334,Broker,60,90.1,10028.293305754043,BuySell,60,7197.01085,,Trades - Net Profit/Loss,60,,
61,,61,2020-01-03 12:00:00,7340.46,7350.19,7303.14,7322.78,1561.25,,OutperformSMACross_1,61,737427.5,Broker,61,90.1,10004.356487401279,BuySell,61,,,Trades - Net Profit/Loss,61,,
62,,62,2020-01-03 13:00:00,7322.78,7380.0,7311.59,7348.87,1718.77,,OutperformSMACross_1,62,737427.5416666666,Broker,62,90.1,10039.679541180896,BuySell,62,,,Trades - Net Profit/Loss,62,,
63,,63,2020-01-03 14:00:00,7348.87,7362.31,7229.3,7254.73,4107.5,,OutperformSMACross_1,63,737427.5833333334,Broker,63,90.1,9912.22410680707,BuySell,63,,,Trades - Net Profit/Loss,63,,
64,,64,2020-01-03 15:00:00,7254.73,7322.44,7252.48,7320.18,2144.33,,OutperformSMACross_1,64,737427.625,Broker,64,90.1,10000.836367055284,BuySell,64,,,Trades - Net Profit/Loss,64,,
65,,65,2020-01-03 16:00:00,7320.18,7405.0,7293.1,7386.03,5309.39,,OutperformSMACross_1,65,737427.6666666666,Broker,65,90.1,10089.990184279804,BuySell,65,,,Trades - Net Profit/Loss,65,,
66,,66,2020-01-03 17:00:00,7386.03,7403.2,7335.21,7355.26,2003.19,,OutperformSMACross_1,66,737427.7083333334,Broker,66,90.1,10048.330913877398,BuySell,66,,,Trades - Net Profit/Loss,66,,
67,,67,2020-01-03 18:00:00,7355.26,7369.47,7330.32,7342.96,1338.24,,OutperformSMACross_1,67,737427.75,Broker,67,90.1,10031.678036855961,BuySell,67,,,Trades - Net Profit/Loss,67,,
68,,68,2020-01-03 19:00:00,7342.96,7352.33,7280.0,7343.08,2063.76,,OutperformSMACross_1,68,737427.7916666666,Broker,68,90.1,10031.840503948853,BuySell,68,,,Trades - Net Profit/Loss,68,,
69,,69,2020-01-03 20:00:00,7343.08,7361.0,7297.01,7316.99,1433.34,,OutperformSMACross_1,69,737427.8333333334,Broker,69,90.1,9996.517450169236,BuySell,69,,,Trades - Net Profit/Loss,69,,
70,,70,2020-01-03 21:00:00,7316.99,7335.0,7262.68,7283.0,1118.19,,OutperformSMACross_1,70,737427.875,Broker,70,90.1,9950.49864610756,BuySell,70,,,Trades - Net Profit/Loss,70,,
71,,71,2020-01-03 22:00:00,7283.0,7320.54,7260.01,7300.56,1271.08,,OutperformSMACross_1,71,737427.9166666666,Broker,71,90.1,9974.272997367432,BuySell,71,,,Trades - Net Profit/Loss,71,,
72,,72,2020-01-03 23:00:00,7300.56,7346.08,7291.75,7344.96,1579.57,,OutperformSMACross_1,72,737427.9583333334,Broker,72,90.1,10034.385821737496,BuySell,72,,,Trades - Net Profit/Loss,72,,
73,,73,2020-01-04 00:00:00,7344.96,7350.0,7289.98,7302.24,1125.48,,OutperformSMACross_1,73,737428.0,Broker,73,90.1,9976.54753666792,BuySell,73,,,Trades - Net Profit/Loss,73,,
74,,74,2020-01-04 01:00:00,7302.24,7312.58,7280.85,7309.16,754.96,,OutperformSMACross_1,74,737428.0416666666,Broker,74,90.1,9985.916472358029,BuySell,74,,,Trades - Net Profit/Loss,74,,
75,,75,2020-01-04 02:00:00,7309.16,7328.99,7296.18,7327.83,825.34,,OutperformSMACross_1,75,737428.0833333334,Broker,75,90.1,10011.193644227153,BuySell,75,,,Trades - Net Profit/Loss,75,,
76,,76,2020-01-04 03:00:00,7327.83,7339.69,7318.56,7333.11,720.37,,OutperformSMACross_1,76,737428.125,Broker,76,90.1,10018.342196314405,BuySell,76,,,Trades - Net Profit/Loss,76,,
77,,77,2020-01-04 04:00:00,7333.11,7338.46,7312.65,7334.86,649.3,,OutperformSMACross_1,77,737428.1666666666,Broker,77,90.1,10020.711508085746,BuySell,77,,,Trades - Net Profit/Loss,77,,
78,,78,2020-01-04 05:00:00,7334.86,7369.28,7325.0,7344.69,1236.94,,OutperformSMACross_1,78,737428.2083333334,Broker,78,90.1,10034.020270778488,BuySell,78,,,Trades - Net Profit/Loss,78,,
79,,79,2020-01-04 06:00:00,7344.69,7367.88,7340.0,7354.96,1076.73,,OutperformSMACross_1,79,737428.25,Broker,79,90.1,10047.924746145169,BuySell,79,,,Trades - Net Profit/Loss,79,,
80,,80,2020-01-04 07:00:00,7354.96,7363.63,7327.32,7348.11,1244.59,,OutperformSMACross_1,80,737428.2916666666,Broker,80,90.1,10038.650582925911,BuySell,80,,,Trades - Net Profit/Loss,80,,
81,,81,2020-01-04 08:00:00,7348.11,7365.0,7330.0,7346.59,1211.51,,OutperformSMACross_1,81,737428.3333333334,Broker,81,90.1,10036.592666415947,BuySell,81,,,Trades - Net Profit/Loss,81,,
82,,82,2020-01-04 09:00:00,7346.59,7369.18,7339.28,7363.88,1005.79,,OutperformSMACross_1,82,737428.375,Broker,82,90.1,10060.00146671681,BuySell,82,,,Trades - Net Profit/Loss,82,,
83,,83,2020-01-04 10:00:00,7363.88,7369.63,7304.36,7318.3,1671.23,,OutperformSMACross_1,83,737428.4166666666,Broker,83,90.1,9998.291049266641,BuySell,83,,,Trades - Net Profit/Loss,83,,
84,,84,2020-01-04 11:00:00,7318.3,7339.27,7302.1,7336.45,1427.29,,OutperformSMACross_1,84,737428.4583333334,Broker,84,90.1,10022.864197066567,BuySell,84,,,Trades - Net Profit/Loss,84,,
85,,85,2020-01-04 12:00:00,7336.45,7339.58,7305.0,7312.89,1074.36,,OutperformSMACross_1,85,737428.5,Broker,85,90.1,9990.966491162091,BuySell,85,,,Trades - Net Profit/Loss,85,,
86,,86,2020-01-04 13:00:00,7312.89,7326.49,7291.0,7303.88,1439.4,,OutperformSMACross_1,86,737428.5416666666,Broker,86,90.1,9978.767920270779,BuySell,86,,,Trades - Net Profit/Loss,86,,
87,,87,2020-01-04 14:00:00,7303.88,7323.74,7296.44,7316.72,819.08,,OutperformSMACross_1,87,737428.5833333334,Broker,87,90.1,9996.15189921023,BuySell,87,,,Trades - Net Profit/Loss,87,,
88,,88,2020-01-04 15:00:00,7316.72,7332.0,7305.0,7318.99,824.23,,OutperformSMACross_1,88,737428.625,Broker,88,90.1,9999.225235050772,BuySell,88,,,Trades - Net Profit/Loss,88,,
89,,89,2020-01-04 16:00:00,7318.99,7323.26,7297.91,7307.11,993.81,,OutperformSMACross_1,89,737428.6666666666,Broker,89,90.1,9983.140992854456,BuySell,89,,,Trades - Net Profit/Loss,89,,
90,,90,2020-01-04 17:00:00,7307.11,7352.0,7305.0,7351.99,1150.97,,OutperformSMACross_1,90,737428.7083333334,Broker,90,90.1,10043.90368559609,BuySell,90,,,Trades - Net Profit/Loss,90,,
91,,91,2020-01-04 18:00:00,7351.99,7404.0,7272.21,7306.92,3677.43,,OutperformSMACross_1,91,737428.75,Broker,91,90.1,9982.883753290711,BuySell,91,,,Trades - Net Profit/Loss,91,,
92,,92,2020-01-04 19:00:00,7306.92,7353.84,7283.01,7334.83,1824.44,,OutperformSMACross_1,92,737428.7916666666,Broker,92,90.1,10020.670891312524,BuySell,92,,,Trades - Net Profit/Loss,92,,
93,,93,2020-01-04 20:00:00,7334.83,7352.64,7310.67,7341.06,1333.95,,OutperformSMACross_1,93,737428.8333333334,Broker,93,90.1,10029.105641218504,BuySell,93,,,Trades - Net Profit/Loss,93,,
94,,94,2020-01-04 21:00:00,7341.06,7367.31,7330.72,7350.68,794.14,,OutperformSMACross_1,94,737428.875,Broker,94,90.1,10042.130086498684,BuySell,94,,,Trades - Net Profit/Loss,94,,
95,,95,2020-01-04 22:00:00,7350.68,7359.7,7342.67,7350.24,445.52,,OutperformSMACross_1,95,737428.9166666666,Broker,95,90.1,10041.534373824747,BuySell,95,,,Trades - Net Profit/Loss,95,,
96,,96,2020-01-04 23:00:00,7350.24,7363.0,7328.9,7354.11,494.37,,OutperformSMACross_1,96,737428.9583333334,Broker,96,90.1,10046.773937570515,BuySell,96,,,Trades - Net Profit/Loss,96,,
97,,97,2020-01-05 00:00:00,7354.11,7393.0,7354.11,7373.48,1337.79,,OutperformSMACross_1,97,737429.0,Broker,97,90.1,10072.998834148175,BuySell,97,,,Trades - Net Profit/Loss,97,,
98,,98,2020-01-05 01:00:00,7373.48,7481.87,7373.43,7459.18,5736.3,,OutperformSMACross_1,98,737429.0416666666,Broker,98,90.1,10189.027416321926,BuySell,98,,,Trades - Net Profit/Loss,98,,
99,,99,2020-01-05 02:00:00,7459.18,7482.87,7432.79,7443.79,1865.56,,OutperformSMACross_1,99,737429.0833333334,Broker,99,90.1,10168.191011658519,BuySell,99,,,Trades - Net Profit/Loss,99,,
100,,100,2020-01-05 03:00:00,7443.79,7478.0,7439.33,7475.99,1321.4,,OutperformSMACross_1,100,737429.125,Broker,100,90.1,10211.786348251222,BuySell,100,,,Trades - Net Profit/Loss,100,,
101,,101,2020-01-05 04:00:00,7475.99,7495.0,7444.0,7457.14,1735.0,,OutperformSMACross_1,101,737429.1666666666,Broker,101,90.1,10186.26547574276,BuySell,101,,,Trades - Net Profit/Loss,101,,
102,,102,2020-01-05 05:00:00,7457.14,7470.0,7444.0,7459.12,883.27,,OutperformSMACross_1,102,737429.2083333334,Broker,102,90.1,10188.94618277548,BuySell,102,,,Trades - Net Profit/Loss,102,,
103,,103,2020-01-05 06:00:00,7459.12,7481.25,7437.4,7457.5,1084.64,,OutperformSMACross_1,103,737429.25,Broker,103,90.1,10186.752877021438,BuySell,103,,,Trades - Net Profit/Loss,103,,
104,,104,2020-01-05 07:00:00,7457.5,7470.36,7442.0,7463.63,831.2,,OutperformSMACross_1,104,737429.2916666666,Broker,104,90.1,10195.05223768334,BuySell,104,,,Trades - Net Profit/Loss,104,,
105,,105,2020-01-05 08:00:00,7463.63,7472.0,7410.0,7430.05,1474.5,,OutperformSMACross_1,105,737429.3333333334,Broker,105,90.1,10149.588529522378,BuySell,105,,,Trades - Net Profit/Loss,105,,
106,,106,2020-01-05 09:00:00,7430.05,7436.84,7400.0,7427.74,1896.34,,OutperformSMACross_1,106,737429.375,Broker,106,90.1,10146.461037984205,BuySell,106,,,Trades - Net Profit/Loss,106,,
107,,107,2020-01-05 10:00:00,7427.74,7432.28,7403.21,7415.12,948.88,,OutperformSMACross_1,107,737429.4166666666,Broker,107,90.1,10129.374915381723,BuySell,107,,,Trades - Net Profit/Loss,107,,
108,,108,2020-01-05 11:00:00,7415.12,7440.0,7410.0,7422.33,935.26,,OutperformSMACross_1,108,737429.4583333334,Broker,108,90.1,10139.136479879655,BuySell,108,,,Trades - Net Profit/Loss,108,,
109,,109,2020-01-05 12:00:00,7422.33,7460.46,7421.93,7457.01,1010.84,,OutperformSMACross_1,109,737429.5,Broker,109,90.1,10186.08946972546,BuySell,109,,,Trades - Net Profit/Loss,109,,
110,,110,2020-01-05 13:00:00,7457.01,7458.0,7415.0,7431.15,1228.22,,OutperformSMACross_1,110,737429.5416666666,Broker,110,90.1,10151.07781120722,BuySell,110,,,Trades - Net Profit/Loss,110,,
111,,111,2020-01-05 14:00:00,7431.15,7444.73,7425.0,7431.82,750.5,,OutperformSMACross_1,111,737429.5833333334,Broker,111,90.1,10151.984919142535,BuySell,111,,,Trades - Net Profit/Loss,111,,
112,,112,2020-01-05 15:00:00,7431.82,7476.31,7430.99,7468.42,1719.67,,OutperformSMACross_1,112,737429.625,Broker,112,90.1,10201.537382474615,BuySell,112,,,Trades - Net Profit/Loss,112,,
113,,113,2020-01-05 16:00:00,7468.42,7484.0,7450.0,7461.38,1632.46,,OutperformSMACross_1,113,737429.6666666666,Broker,113,90.1,10192.005979691614,BuySell,113,,,Trades - Net Profit/Loss,113,,
114,,114,2020-01-05 17:00:00,7461.38,7470.76,7445.15,7464.65,854.84,,OutperformSMACross_1,114,737429.7083333334,Broker,114,90.1,10196.433207972923,BuySell,114,,,Trades - Net Profit/Loss,114,,
115,,115,2020-01-05 18:00:00,7464.65,7468.87,7421.77,7438.72,1122.97,,OutperformSMACross_1,115,737429.75,Broker,115,90.1,10161.32677698383,BuySell,115,,,Trades - Net Profit/Loss,115,,
116,,116,2020-01-05 19:00:00,7438.72,7449.69,7427.1,7444.14,871.55,,OutperformSMACross_1,116,737429.7916666666,Broker,116,90.1,10168.664874012788,BuySell,116,,,Trades - Net Profit/Loss,116,,
117,,117,2020-01-05 20:00:00,7444.14,7445.0,7426.0,7431.6,629.21,,OutperformSMACross_1,117,737429.8333333334,Broker,117,90.1,10151.687062805568,BuySell,117,,,Trades - Net Profit/Loss,117,,
118,,118,2020-01-05 21:00:00,7431.6,7431.6,7361.01,7368.52,1972.01,,OutperformSMACross_1,118,737429.875,Broker,118,90.1,10066.283527641972,BuySell,118,,,Trades - Net Profit/Loss,118,,
119,,119,2020-01-05 22:00:00,7368.52,7385.65,7318.0,7355.73,1868.77,,OutperformSMACross_1,119,737429.9166666666,Broker,119,90.1,10048.967243324558,BuySell,119,,,Trades - Net Profit/Loss,119,,
120,,120,2020-01-05 23:00:00,7355.73,7363.35,7321.0,7358.75,1288.16,,OutperformSMACross_1,120,737429.9583333334,Broker,120,90.1,10053.055998495676,BuySell,120,,,Trades - Net Profit/Loss,120,,
121,,121,2020-01-06 00:00:00,7358.75,7384.72,7346.76,7378.75,1287.08,,OutperformSMACross_1,121,737430.0,Broker,121,90.1,10080.133847311019,BuySell,121,,,Trades - Net Profit/Loss,121,,
122,,122,2020-01-06 01:00:00,7378.75,7426.82,7368.55,7423.5,1512.63,,OutperformSMACross_1,122,737430.0416666666,Broker,122,90.1,10140.720534035352,BuySell,122,,,Trades - Net Profit/Loss,122,,
123,,123,2020-01-06 02:00:00,7423.5,7562.0,7421.64,7551.44,5229.8,,OutperformSMACross_1,123,737430.0833333334,Broker,123,90.1,10313.937532907108,BuySell,123,,,Trades - Net Profit/Loss,123,,
124,,124,2020-01-06 03:00:00,7551.44,7580.0,7486.85,7540.9,4312.32,,OutperformSMACross_1,124,737430.125,Broker,124,90.1,10299.667506581422,BuySell,124,,,Trades - Net Profit/Loss,124,,
125,,125,2020-01-06 04:00:00,7540.9,7554.61,7516.06,7529.52,1466.67,,OutperformSMACross_1,125,737430.1666666666,Broker,125,90.1,10284.260210605491,BuySell,125,,,Trades - Net Profit/Loss,125,,
126,,126,2020-01-06 05:00:00,7529.52,7541.55,7496.0,7532.85,1339.69,,OutperformSMACross_1,126,737430.2083333334,Broker,126,90.1,10288.768672433247,BuySell,126,,,Trades - Net Profit/Loss,126,,
127,,127,2020-01-06 06:00:00,7532.85,7537.53,7510.99,7520.0,823.13,,OutperformSMACross_1,127,737430.25,Broker,127,90.1,10271.371154569388,BuySell,127,,,Trades - Net Profit/Loss,127,,
128,,128,2020-01-06 07:00:00,7520.0,7527.27,7505.57,7507.91,851.95,,OutperformSMACross_1,128,737430.2916666666,Broker,128,90.1,10255.002594960511,BuySell,128,,,Trades - Net Profit/Loss,128,,
