===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,DoubleSMACross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
1238,,1238,2020-02-21 13:00:00,9747.01,9748.57,9683.38,9726.37,2261.43,,DoubleSMACross,1238,737476.5416666666,Broker,1238,97.17207563555063,10794.2533867334,BuySell,1238,,,Trades - Net Profit/Loss,1238,,
1239,,1239,2020-02-21 14:00:00,9726.37,9742.43,9663.35,9675.01,1672.84,,DoubleSMACross,1239,737476.5833333334,Broker,1239,97.17207563555063,10737.767555314485,BuySell,1239,,,Trades - Net Profit/Loss,1239,,
1240,,1240,2020-02-21 15:00:00,9675.01,9725.42,9660.0,9722.56,1551.81,,DoubleSMACross,1240,737476.625,Broker,1240,97.17207563555063,10790.063141061552,BuySell,1240,,,Trades - Net Profit/Loss,1240,,
1241,,1241,2020-02-21 16:00:00,9722.56,9742.33,9687.01,9724.22,1548.66,,DoubleSMACross,1241,737476.6666666666,Broker,1241,97.17207563555063,10791.88881240414,BuySell,1241,,,Trades - Net Profit/Loss,1241,,
1242,,1242,2020-02-21 17:00:00,9724.22,9731.9,9690.57,9709.79,1225.16,,DoubleSMACross,1242,737476.7083333334,Broker,1242,97.17207563555063,10776.018669347777,BuySell,1242,,,Trades - Net Profit/Loss,1242,,
1243,,1243,2020-02-21 18:00:00,9709.79,9727.0,9700.0,9701.11,1133.9,,DoubleSMACross,1243,737476.75,Broker,1243,97.17207563555063,10766.472387869659,BuySell,1243,,,Trades - Net Profit/Loss,1243,,
1244,,1244,2020-02-21 19:00:00,9701.11,9716.4,9660.0,9681.84,1153.73,,DoubleSMACross,1244,737476.7916666666,Broker,1244,97.17207563555063,10745.279203067428,BuySell,1244,,,Trades - Net Profit/Loss,1244,,
1245,,1245,2020-02-21 20:00:00,9681.84,9720.0,9550.21,9695.41,3628.08,,DoubleSMACross,1245,737476.8333333334,Broker,1245,97.17207563555063,10760.20351639209,BuySell,1245,,,Trades - Net Profit/Loss,1245,,
1246,,1246,2020-02-21 21:00:00,9695.41,9710.0,9623.71,9663.29,1117.37,,DoubleSMACross,1246,737476.875,Broker,1246,97.17207563555063,10724.877875714998,BuySell,1246,,,Trades - Net Profit/Loss,1246,,
1247,,1247,2020-02-21 22:00:00,9663.29,9664.15,9626.08,9656.45,665.43,,DoubleSMACross,1247,737476.9166666666,Broker,1247,97.17207563555063,10717.355229941919,BuySell,1247,,,Trades - Net Profit/Loss,1247,,
1248,,1248,2020-02-21 23:00:00,9656.45,9713.7,9641.23,9677.05,1015.63,,DoubleSMACross,1248,737476.9583333334,Broker,1248,97.17207563555063,10740.011151422244,BuySell,1248,,,Trades - Net Profit/Loss,1248,,
1249,,1249,2020-02-22 00:00:00,9677.05,9709.17,9660.3,9689.67,765.91,,DoubleSMACross,1249,737477.0,Broker,1249,97.17207563555063,10753.89065283398,BuySell,1249,,,Trades - Net Profit/Loss,1249,,
1250,,1250,2020-02-22 01:00:00,9689.67,9692.08,9647.62,9651.09,704.23,,DoubleSMACross,1250,737477.0416666666,Broker,1250,97.17207563555063,10711.460291148978,BuySell,1250,,,Trades - Net Profit/Loss,1250,,
1251,,1251,2020-02-22 02:00:00,9651.09,9664.95,9637.0,9646.59,895.12,,DoubleSMACross,1251,737477.0833333334,Broker,1251,10700.846002933466,10700.846002933466,BuySell,1251,,9809.92425,Trades - Net Profit/Loss,1251,,-84.06805206671642
1252,,1252,2020-02-22 03:00:00,9646.59,9682.23,9642.68,9665.9,943.09,,DoubleSMACross,1252,737477.125,Broker,1252,10700.846002933466,10700.846002933466,BuySell,1252,,,Trades - Net Profit/Loss,1252,,
1253,,1253,2020-02-22 04:00:00,9665.9,9668.81,9613.8,9622.72,1113.64,,DoubleSMACross,1253,737477.1666666666,Broker,1253,10700.846002933466,10700.846002933466,BuySell,1253,,,Trades - Net Profit/Loss,1253,,
1254,,1254,2020-02-22 05:00:00,9622.72,9647.36,9582.02,9613.52,1059.92,,DoubleSMACross,1254,737477.2083333334,Broker,1254,10700.846002933466,10700.846002933466,BuySell,1254,,,Trades - Net Profit/Loss,1254,,
1255,,1255,2020-02-22 06:00:00,9613.52,9618.77,9560.02,9600.11,1301.48,,DoubleSMACross,1255,737477.25,Broker,1255,10700.846002933466,10700.846002933466,BuySell,1255,,,Trades - Net Profit/Loss,1255,,
1256,,1256,2020-02-22 07:00:00,9600.11,9615.0,9581.82,9590.9,882.33,,DoubleSMACross,1256,737477.2916666666,Broker,1256,10700.846002933466,10700.846002933466,BuySell,1256,,,Trades - Net Profit/Loss,1256,,
1257,,1257,2020-02-22 08:00:00,9590.9,9658.09,9589.35,9642.0,1056.46,,DoubleSMACross,1257,737477.3333333334,Broker,1257,10700.846002933466,10700.846002933466,BuySell,1257,,,Trades - Net Profit/Loss,1257,,
1258,,1258,2020-02-22 09:00:00,9642.0,9643.17,9578.9,9616.85,1057.85,,DoubleSMACross,1258,737477.375,Broker,1258,10700.846002933466,10700.846002933466,BuySell,1258,,,Trades - Net Profit/Loss,1258,,
1259,,1259,2020-02-22 10:00:00,9616.85,9640.0,9611.37,9624.58,771.95,,DoubleSMACross,1259,737477.4166666666,Broker,1259,10700.846002933466,10700.846002933466,BuySell,1259,,,Trades - Net Profit/Loss,1259,,
1260,,1260,2020-02-22 11:00:00,9624.58,9640.0,9617.1,9634.61,794.2,,DoubleSMACross,1260,737477.4583333334,Broker,1260,10700.846002933466,10700.846002933466,BuySell,1260,,,Trades - Net Profit/Loss,1260,,
1261,,1261,2020-02-22 12:00:00,9634.61,9670.0,9630.54,9649.02,1400.7,,DoubleSMACross,1261,737477.5,Broker,1261,10700.846002933466,10700.846002933466,BuySell,1261,,,Trades - Net Profit/Loss,1261,,
1262,,1262,2020-02-22 13:00:00,9649.02,9665.02,9635.0,9653.67,1131.8,,DoubleSMACross,1262,737477.5416666666,Broker,1262,10700.846002933466,10700.846002933466,BuySell,1262,,,Trades - Net Profit/Loss,1262,,
1263,,1263,2020-02-22 14:00:00,9653.67,9663.68,9635.0,9645.0,1097.68,,DoubleSMACross,1263,737477.5833333334,Broker,1263,10700.846002933466,10700.846002933466,BuySell,1263,,,Trades - Net Profit/Loss,1263,,
1264,,1264,2020-02-22 15:00:00,9645.0,9652.83,9607.42,9630.19,1313.0,,DoubleSMACross,1264,737477.625,Broker,1264,10700.846002933466,10700.846002933466,BuySell,1264,,,Trades - Net Profit/Loss,1264,,
1265,,1265,2020-02-22 16:00:00,9630.19,9649.0,9600.01,9642.87,1210.31,,DoubleSMACross,1265,737477.6666666666,Broker,1265,10700.846002933466,10700.846002933466,BuySell,1265,,,Trades - Net Profit/Loss,1265,,
1266,,1266,2020-02-22 17:00:00,9642.87,9680.0,9626.32,9656.29,1654.78,,DoubleSMACross,1266,737477.7083333334,Broker,1266,10700.846002933466,10700.846002933466,BuySell,1266,,,Trades - Net Profit/Loss,1266,,
1267,,1267,2020-02-22 18:00:00,9656.29,9663.15,9640.0,9655.64,647.17,,DoubleSMACross,1267,737477.75,Broker,1267,10700.846002933466,10700.846002933466,BuySell,1267,,,Trades - Net Profit/Loss,1267,,
1268,,1268,2020-02-22 19:00:00,9655.64,9679.0,9655.07,9666.93,725.64,,DoubleSMACross,1268,737477.7916666666,Broker,1268,96.4146224864298,10702.639166755504,BuySell,1268,9510.24395,,Trades - Net Profit/Loss,1268,,
1269,,1269,2020-02-22 20:00:00,9666.93,9697.0,9666.93,9676.46,857.42,,DoubleSMACross,1269,737477.8333333334,Broker,1269,96.4146224864298,10713.095156393048,BuySell,1269,,,Trades - Net Profit/Loss,1269,,
1270,,1270,2020-02-22 21:00:00,9676.46,9696.0,9668.94,9682.01,546.29,,DoubleSMACross,1270,737477.875,Broker,1270,96.4146224864298,10719.184426328871,BuySell,1270,,,Trades - Net Profit/Loss,1270,,
1271,,1271,2020-02-22 22:00:00,9682.01,9683.0,9659.41,9667.25,483.33,,DoubleSMACross,1271,737477.9166666666,Broker,1271,96.4146224864298,10702.990259796848,BuySell,1271,,,Trades - Net Profit/Loss,1271,,
1272,,1272,2020-02-22 23:00:00,9667.25,9681.63,9644.47,9650.86,608.48,,DoubleSMACross,1272,737477.9583333334,Broker,1272,96.4146224864298,10685.007713085475,BuySell,1272,,,Trades - Net Profit/Loss,1272,,
1273,,1273,2020-02-23 00:00:00,9650.86,9678.93,9645.0,9676.24,583.7,,DoubleSMACross,1273,737478.0,Broker,1273,96.4146224864298,10712.853779927125,BuySell,1273,,,Trades - Net Profit/Loss,1273,,
1274,,1274,2020-02-23 01:00:00,9676.24,9683.08,9658.97,9666.49,552.41,,DoubleSMACross,1274,737478.0416666666,Broker,1274,96.4146224864298,10702.156413823654,BuySell,1274,,,Trades - Net Profit/Loss,1274,,
1275,,1275,2020-02-23 02:00:00,9666.49,9683.92,9659.96,9680.54,546.88,,DoubleSMACross,1275,737478.0833333334,Broker,1275,96.4146224864298,10717.571592670196,BuySell,1275,,,Trades - Net Profit/Loss,1275,,
1276,,1276,2020-02-23 03:00:00,9680.54,9797.97,9675.19,9787.08,2022.61,,DoubleSMACross,1276,737478.125,Broker,1276,96.4146224864298,10834.463632122888,BuySell,1276,,,Trades - Net Profit/Loss,1276,,
1277,,1277,2020-02-23 04:00:00,9787.08,9920.0,9786.46,9848.34,4970.01,,DoubleSMACross,1277,737478.1666666666,Broker,1277,96.4146224864298,10901.676006225309,BuySell,1277,,,Trades - Net Profit/Loss,1277,,
1278,,1278,2020-02-23 05:00:00,9848.34,9920.0,9829.01,9868.38,1857.02,,DoubleSMACross,1278,737478.2083333334,Broker,1278,96.4146224864298,10923.663207939519,BuySell,1278,,,Trades - Net Profit/Loss,1278,,
1279,,1279,2020-02-23 06:00:00,9868.38,9916.0,9865.57,9891.74,1535.33,,DoubleSMACross,1279,737478.25,Broker,1279,96.4146224864298,10949.29299995768,BuySell,1279,,,Trades - Net Profit/Loss,1279,,
1280,,1280,2020-02-23 07:00:00,9891.74,9910.19,9861.54,9880.7,1362.31,,DoubleSMACross,1280,737478.2916666666,Broker,1280,96.4146224864298,10937.18029003129,BuySell,1280,,,Trades - Net Profit/Loss,1280,,
1281,,1281,2020-02-23 08:00:00,9880.7,9889.91,9863.0,9880.1,1045.4,,DoubleSMACross,1281,737478.3333333334,Broker,1281,96.4146224864298,10936.521990578769,BuySell,1281,,,Trades - Net Profit/Loss,1281,,
1282,,1282,2020-02-23 09:00:00,9880.1,9912.29,9870.41,9885.86,1509.24,,DoubleSMACross,1282,737478.375,Broker,1282,96.4146224864298,10942.841665322974,BuySell,1282,,,Trades - Net Profit/Loss,1282,,
1283,,1283,2020-02-23 10:00:00,9885.86,9990.0,9840.77,9852.98,3092.96,,DoubleSMACross,1283,737478.4166666666,Broker,1283,96.4146224864298,10906.766855324808,BuySell,1283,,,Trades - Net Profit/Loss,1283,,
1284,,1284,2020-02-23 11:00:00,9852.98,9879.93,9810.07,9825.57,2038.77,,DoubleSMACross,1284,737478.4583333334,Broker,1284,96.4146224864298,10876.693542002127,BuySell,1284,,,Trades - Net Profit/Loss,1284,,
1285,,1285,2020-02-23 12:00:00,9825.57,9863.78,9800.0,9844.15,1735.58,,DoubleSMACross,1285,737478.5,Broker,1285,96.4146224864298,10897.078881715202,BuySell,1285,,,Trades - Net Profit/Loss,1285,,
1286,,1286,2020-02-23 13:00:00,9844.15,9889.99,9839.4,9867.84,1189.1,,DoubleSMACross,1286,737478.5416666666,Broker,1286,96.4146224864298,10923.07073843225,BuySell,1286,,,Trades - Net Profit/Loss,1286,,
1287,,1287,2020-02-23 14:00:00,9867.84,9900.0,9855.0,9895.63,1013.87,,DoubleSMACross,1287,737478.5833333334,Broker,1287,96.4146224864298,10953.560974741527,BuySell,1287,,,Trades - Net Profit/Loss,1287,,
1288,,1288,2020-02-23 15:00:00,9895.63,9907.65,9840.44,9861.9,1499.15,,DoubleSMACross,1288,737478.625,Broker,1288,96.4146224864298,10916.55357385229,BuySell,1288,,,Trades - Net Profit/Loss,1288,,
1289,,1289,2020-02-23 16:00:00,9861.9,9889.13,9846.1,9868.8,1001.74,,DoubleSMACross,1289,737478.6666666666,Broker,1289,96.4146224864298,10924.124017556283,BuySell,1289,,,Trades - Net Profit/Loss,1289,,
1290,,1290,2020-02-23 17:00:00,9868.8,9889.0,9860.01,9877.99,766.78,,DoubleSMACross,1290,737478.7083333334,Broker,1290,96.4146224864298,10934.206970837402,BuySell,1290,,,Trades - Net Profit/Loss,1290,,
1291,,1291,2020-02-23 18:00:00,9877.99,9890.0,9863.0,9874.96,617.57,,DoubleSMACross,1291,737478.75,Broker,1291,96.4146224864298,10930.882558602169,BuySell,1291,,,Trades - Net Profit/Loss,1291,,
1292,,1292,2020-02-23 19:00:00,9874.96,9896.0,9861.05,9871.76,700.28,,DoubleSMACross,1292,737478.7916666666,Broker,1292,96.4146224864298,10927.371628188723,BuySell,1292,,,Trades - Net Profit/Loss,1292,,
1293,,1293,2020-02-23 20:00:00,9871.76,9879.68,9835.51,9865.0,815.14,,DoubleSMACross,1293,737478.8333333334,Broker,1293,96.4146224864298,10919.954787690316,BuySell,1293,,,Trades - Net Profit/Loss,1293,,
1294,,1294,2020-02-23 21:00:00,9865.0,9882.0,9853.88,9859.38,573.89,,DoubleSMACross,1294,737478.875,Broker,1294,96.4146224864298,10913.7887161517,BuySell,1294,,,Trades - Net Profit/Loss,1294,,
1295,,1295,2020-02-23 22:00:00,9859.38,9913.0,9850.0,9909.94,876.44,,DoubleSMACross,1295,737478.9166666666,Broker,1295,96.4146224864298,10969.261416684161,BuySell,1295,,,Trades - Net Profit/Loss,1295,,
1296,,1296,2020-02-23 23:00:00,9909.94,9971.17,9885.01,9936.4,2535.89,,DoubleSMACross,1296,737478.9583333334,Broker,1296,96.4146224864298,10998.292422540348,BuySell,1296,,,Trades - Net Profit/Loss,1296,,
1297,,1297,2020-02-24 00:00:00,9936.4,9990.0,9902.46,9946.07,2837.56,,DoubleSMACross,1297,737479.0,Broker,1297,96.4146224864298,11008.902015383483,BuySell,1297,,,Trades - Net Profit/Loss,1297,,
1298,,1298,2020-02-24 01:00:00,9946.07,9949.92,9875.48,9885.04,1593.65,,DoubleSMACross,1298,737479.0416666666,Broker,1298,96.4146224864298,10941.941989404528,BuySell,1298,,,Trades - Net Profit/Loss,1298,,
1299,,1299,2020-02-24 02:00:00,9885.04,9917.0,9600.0,9741.09,5111.0,,DoubleSMACross,1299,737479.0833333334,Broker,1299,96.4146224864298,10784.004979087133,BuySell,1299,,,Trades - Net Profit/Loss,1299,,
1300,,1300,2020-02-24 03:00:00,9741.09,9782.08,9725.11,9753.71,2025.96,,DoubleSMACross,1300,737479.125,Broker,1300,96.4146224864298,10797.851210905163,BuySell,1300,,,Trades - Net Profit/Loss,1300,,
1301,,1301,2020-02-24 04:00:00,9753.71,9759.99,9730.78,9756.8,1265.92,,DoubleSMACross,1301,737479.1666666666,Broker,1301,10787.149774316744,10787.149774316744,BuySell,1301,,9906.38985,Trades - Net Profit/Loss,1301,86.30377138327846,
1302,,1302,2020-02-24 05:00:00,9756.8,9760.0,9730.05,9759.49,866.81,,DoubleSMACross,1302,737479.2083333334,Broker,1302,10787.149774316744,10787.149774316744,BuySell,1302,,,Trades - Net Profit/Loss,1302,,
1303,,1303,2020-02-24 06:00:00,9759.49,9762.91,9710.2,9726.19,999.37,,DoubleSMACross,1303,737479.25,Broker,1303,10787.149774316744,10787.149774316744,BuySell,1303,,,Trades - Net Profit/Loss,1303,,
1304,,1304,2020-02-24 07:00:00,9726.19,9757.49,9667.71,9752.83,2407.66,,DoubleSMACross,1304,737479.2916666666,Broker,1304,10787.149774316744,10787.149774316744,BuySell,1304,,,Trades - Net Profit/Loss,1304,,
1305,,1305,2020-02-24 08:00:00,9752.83,9770.35,9740.24,9757.52,1212.75,,DoubleSMACross,1305,737479.3333333334,Broker,1305,10787.149774316744,10787.149774316744,BuySell,1305,,,Trades - Net Profit/Loss,1305,,
1306,,1306,2020-02-24 09:00:00,9757.52,9769.11,9694.74,9717.8,1336.76,,DoubleSMACross,1306,737479.375,Broker,1306,10787.149774316744,10787.149774316744,BuySell,1306,,,Trades - Net Profit/Loss,1306,,
1307,,1307,2020-02-24 10:00:00,9717.8,9754.0,9698.04,9748.74,1130.77,,DoubleSMACross,1307,737479.4166666666,Broker,1307,10787.149774316744,10787.149774316744,BuySell,1307,,,Trades - Net Profit/Loss,1307,,
1308,,1308,2020-02-24 11:00:00,9748.74,9820.0,9737.85,9811.38,1994.76,,DoubleSMACross,1308,737479.4583333334,Broker,1308,10787.149774316744,10787.149774316744,BuySell,1308,,,Trades - Net Profit/Loss,1308,,
1309,,1309,2020-02-24 12:00:00,9811.38,9843.5,9778.31,9795.16,1741.51,,DoubleSMACross,1309,737479.5,Broker,1309,10787.149774316744,10787.149774316744,BuySell,1309,,,Trades - Net Profit/Loss,1309,,
1310,,1310,2020-02-24 13:00:00,9795.16,9811.1,9735.49,9751.01,1784.3,,DoubleSMACross,1310,737479.5416666666,Broker,1310,10787.149774316744,10787.149774316744,BuySell,1310,,,Trades - Net Profit/Loss,1310,,
1311,,1311,2020-02-24 14:00:00,9751.01,9824.66,9710.95,9736.45,2336.18,,DoubleSMACross,1311,737479.5833333334,Broker,1311,10787.149774316744,10787.149774316744,BuySell,1311,,,Trades - Net Profit/Loss,1311,,
1312,,1312,2020-02-24 15:00:00,9736.45,9781.28,9668.0,9703.28,2795.47,,DoubleSMACross,1312,737479.625,Broker,1312,10787.149774316744,10787.149774316744,BuySell,1312,,,Trades - Net Profit/Loss,1312,,
1313,,1313,2020-02-24 16:00:00,9703.28,9731.6,9634.29,9650.0,2757.3,,DoubleSMACross,1313,737479.6666666666,Broker,1313,10787.149774316744,10787.149774316744,BuySell,1313,,,Trades - Net Profit/Loss,1313,,
1314,,1314,2020-02-24 17:00:00,9650.0,9659.96,9569.91,9600.76,3082.73,,DoubleSMACross,1314,737479.7083333334,Broker,1314,10787.149774316744,10787.149774316744,BuySell,1314,,,Trades - Net Profit/Loss,1314,,
1315,,1315,2020-02-24 18:00:00,9600.76,9600.76,9473.56,9588.3,4791.96,,DoubleSMACross,1315,737479.75,Broker,1315,10787.149774316744,10787.149774316744,BuySell,1315,,,Trades - Net Profit/Loss,1315,,
1316,,1316,2020-02-24 19:00:00,9588.3,9646.19,9569.0,9601.09,2118.28,,DoubleSMACross,1316,737479.7916666666,Broker,1316,10787.149774316744,10787.149774316744,BuySell,1316,,,Trades - Net Profit/Loss,1316,,
1317,,1317,2020-02-24 20:00:00,9601.09,9646.2,9569.03,9594.81,1886.31,,DoubleSMACross,1317,737479.8333333334,Broker,1317,10787.149774316744,10787.149774316744,BuySell,1317,,,Trades - Net Profit/Loss,1317,,
1318,,1318,2020-02-24 21:00:00,9594.81,9620.0,9563.32,9609.61,1767.68,,DoubleSMACross,1318,737479.875,Broker,1318,10787.149774316744,10787.149774316744,BuySell,1318,,,Trades - Net Profit/Loss,1318,,
1319,,1319,2020-02-24 22:00:00,9609.61,9650.0,9599.11,9633.5,1119.46,,DoubleSMACross,1319,737479.9166666666,Broker,1319,10787.149774316744,10787.149774316744,BuySell,1319,,,Trades - Net Profit/Loss,1319,,
1320,,1320,2020-02-24 23:00:00,9633.5,9671.98,9610.0,9656.13,1032.52,,DoubleSMACross,1320,737479.9583333334,Broker,1320,10787.149774316744,10787.149774316744,BuySell,1320,,,Trades - Net Profit/Loss,1320,,
1321,,1321,2020-02-25 00:00:00,9656.13,9671.12,9602.39,9616.74,1148.06,,DoubleSMACross,1321,737480.0,Broker,1321,10787.149774316744,10787.149774316744,BuySell,1321,,,Trades - Net Profit/Loss,1321,,
1322,,1322,2020-02-25 01:00:00,9616.74,9650.98,9580.0,9590.44,1372.9,,DoubleSMACross,1322,737480.0416666666,Broker,1322,10787.149774316744,10787.149774316744,BuySell,1322,,,Trades - Net Profit/Loss,1322,,
1323,,1323,2020-02-25 02:00:00,9590.44,9621.98,9567.22,9608.24,1152.41,,DoubleSMACross,1323,737480.0833333334,Broker,1323,10787.149774316744,10787.149774316744,BuySell,1323,,,Trades - Net Profit/Loss,1323,,
1324,,1324,2020-02-25 03:00:00,9608.24,9627.52,9571.45,9579.44,968.18,,DoubleSMACross,1324,737480.125,Broker,1324,10787.149774316744,10787.149774316744,BuySell,1324,,,Trades - Net Profit/Loss,1324,,
1325,,1325,2020-02-25 04:00:00,9579.44,9604.99,9551.11,9576.22,1213.99,,DoubleSMACross,1325,737480.1666666666,Broker,1325,10787.149774316744,10787.149774316744,BuySell,1325,,,Trades - Net Profit/Loss,1325,,
1326,,1326,2020-02-25 05:00:00,9576.22,9592.73,9528.19,9556.3,1828.61,,DoubleSMACross,1326,737480.2083333334,Broker,1326,10787.149774316744,10787.149774316744,BuySell,1326,,,Trades - Net Profit/Loss,1326,,
1327,,1327,2020-02-25 06:00:00,9556.3,9571.75,9505.0,9540.53,1895.01,,DoubleSMACross,1327,737480.25,Broker,1327,10787.149774316744,10787.149774316744,BuySell,1327,,,Trades - Net Profit/Loss,1327,,
1328,,1328,2020-02-25 07:00:00,9540.53,9540.53,9486.18,9520.16,1954.99,,DoubleSMACross,1328,737480.2916666666,Broker,1328,10787.149774316744,10787.149774316744,BuySell,1328,,,Trades - Net Profit/Loss,1328,,
1329,,1329,2020-02-25 08:00:00,9520.16,9581.63,9502.57,9552.43,1987.68,,DoubleSMACross,1329,737480.3333333334,Broker,1329,10787.149774316744,10787.149774316744,BuySell,1329,,,Trades - Net Profit/Loss,1329,,
1330,,1330,2020-02-25 09:00:00,9552.43,9596.03,9550.55,9561.36,1369.64,,DoubleSMACross,1330,737480.375,Broker,1330,10787.149774316744,10787.149774316744,BuySell,1330,,,Trades - Net Profit/Loss,1330,,
1331,,1331,2020-02-25 10:00:00,9561.36,9580.98,9536.0,9552.72,1389.96,,DoubleSMACross,1331,737480.4166666666,Broker,1331,10787.149774316744,10787.149774316744,BuySell,1331,,,Trades - Net Profit/Loss,1331,,
1332,,1332,2020-02-25 11:00:00,9552.72,9645.0,9488.0,9627.22,2870.44,,DoubleSMACross,1332,737480.4583333334,Broker,1332,10787.149774316744,10787.149774316744,BuySell,1332,,,Trades - Net Profit/Loss,1332,,
1333,,1333,2020-02-25 12:00:00,9627.22,9675.0,9595.05,9615.51,2367.19,,DoubleSMACross,1333,737480.5,Broker,1333,10787.149774316744,10787.149774316744,BuySell,1333,,,Trades - Net Profit/Loss,1333,,
1334,,1334,2020-02-25 13:00:00,9615.51,9620.0,9550.0,9567.8,1856.17,,DoubleSMACross,1334,737480.5416666666,Broker,1334,10787.149774316744,10787.149774316744,BuySell,1334,,,Trades - Net Profit/Loss,1334,,
1335,,1335,2020-02-25 14:00:00,9567.8,9570.31,9360.0,9404.87,5189.35,,DoubleSMACross,1335,737480.5833333334,Broker,1335,10787.149774316744,10787.149774316744,BuySell,1335,,,Trades - Net Profit/Loss,1335,,
1336,,1336,2020-02-25 15:00:00,9404.87,9436.82,9369.0,9397.47,2608.04,,DoubleSMACross,1336,737480.625,Broker,1336,10787.149774316744,10787.149774316744,BuySell,1336,,,Trades - Net Profit/Loss,1336,,
1337,,1337,2020-02-25 16:00:00,9397.47,9460.56,9300.0,9308.85,4792.57,,DoubleSMACross,1337,737480.6666666666,Broker,1337,10787.149774316744,10787.149774316744,BuySell,1337,,,Trades - Net Profit/Loss,1337,,
1338,,1338,2020-02-25 17:00:00,9308.85,9392.06,9281.0,9335.24,3004.82,,DoubleSMACross,1338,737480.7083333334,Broker,1338,10787.149774316744,10787.149774316744,BuySell,1338,,,Trades - Net Profit/Loss,1338,,
1339,,1339,2020-02-25 18:00:00,9335.24,9399.0,9322.47,9375.4,1797.29,,DoubleSMACross,1339,737480.75,Broker,1339,10787.149774316744,10787.149774316744,BuySell,1339,,,Trades - Net Profit/Loss,1339,,
1340,,1340,2020-02-25 19:00:00,9375.4,9377.36,9322.06,9359.95,1467.42,,DoubleSMACross,1340,737480.7916666666,Broker,1340,10787.149774316744,10787.149774316744,BuySell,1340,,,Trades - Net Profit/Loss,1340,,
1341,,1341,2020-02-25 20:00:00,9359.95,9377.76,9297.0,9329.86,1517.0,,DoubleSMACross,1341,737480.8333333334,Broker,1341,10787.149774316744,10787.149774316744,BuySell,1341,,,Trades - Net Profit/Loss,1341,,
1342,,1342,2020-02-25 21:00:00,9329.86,9417.0,9250.0,9389.88,2905.13,,DoubleSMACross,1342,737480.875,Broker,1342,10787.149774316744,10787.149774316744,BuySell,1342,,,Trades - Net Profit/Loss,1342,,
1343,,1343,2020-02-25 22:00:00,9389.88,9426.02,9366.8,9396.01,1256.85,,DoubleSMACross,1343,737480.9166666666,Broker,1343,10787.149774316744,10787.149774316744,BuySell,1343,,,Trades - Net Profit/Loss,1343,,
1344,,1344,2020-02-25 23:00:00,9396.01,9396.16,9306.9,9315.84,1353.51,,DoubleSMACross,1344,737480.9583333334,Broker,1344,10787.149774316744,10787.149774316744,BuySell,1344,,,Trades - Net Profit/Loss,1344,,
1345,,1345,2020-02-26 00:00:00,9315.84,9377.44,9292.0,9312.05,1645.74,,DoubleSMACross,1345,737481.0,Broker,1345,10787.149774316744,10787.149774316744,BuySell,1345,,,Trades - Net Profit/Loss,1345,,
1346,,1346,2020-02-26 01:00:00,9312.05,9332.57,9203.0,9205.46,4337.85,,DoubleSMACross,1346,737481.0416666666,Broker,1346,10787.149774316744,10787.149774316744,BuySell,1346,,,Trades - Net Profit/Loss,1346,,
1347,,1347,2020-02-26 02:00:00,9205.46,9231.2,9111.0,9203.36,5515.49,,DoubleSMACross,1347,737481.0833333334,Broker,1347,10787.149774316744,10787.149774316744,BuySell,1347,,,Trades - Net Profit/Loss,1347,,
1348,,1348,2020-02-26 03:00:00,9203.36,9209.12,9133.22,9170.13,2157.48,,DoubleSMACross,1348,737481.125,Broker,1348,10787.149774316744,10787.149774316744,BuySell,1348,,,Trades - Net Profit/Loss,1348,,
1349,,1349,2020-02-26 04:00:00,9170.13,9201.0,9120.0,9182.83,1973.56,,DoubleSMACross,1349,737481.1666666666,Broker,1349,10787.149774316744,10787.149774316744,BuySell,1349,,,Trades - Net Profit/Loss,1349,,
1350,,1350,2020-02-26 05:00:00,9182.83,9207.86,9146.25,9202.69,1875.59,,DoubleSMACross,1350,737481.2083333334,Broker,1350,10787.149774316744,10787.149774316744,BuySell,1350,,,Trades - Net Profit/Loss,1350,,
1351,,1351,2020-02-26 06:00:00,9202.69,9220.0,9175.01,9215.87,1859.0,,DoubleSMACross,1351,737481.25,Broker,1351,10787.149774316744,10787.149774316744,BuySell,1351,,,Trades - Net Profit/Loss,1351,,
1352,,1352,2020-02-26 07:00:00,9215.87,9219.0,9136.0,9148.08,2308.31,,DoubleSMACross,1352,737481.2916666666,Broker,1352,10787.149774316744,10787.149774316744,BuySell,1352,,,Trades - Net Profit/Loss,1352,,
1353,,1353,2020-02-26 08:00:00,9148.08,9225.0,9102.0,9195.67,3538.36,,DoubleSMACross,1353,737481.3333333334,Broker,1353,10787.149774316744,10787.149774316744,BuySell,1353,,,Trades - Net Profit/Loss,1353,,
1354,,1354,2020-02-26 09:00:00,9195.67,9203.0,9121.31,9131.14,2273.89,,DoubleSMACross,1354,737481.375,Broker,1354,10787.149774316744,10787.149774316744,BuySell,1354,,,Trades - Net Profit/Loss,1354,,
1355,,1355,2020-02-26 10:00:00,9131.14,9197.57,9109.0,9182.63,1872.82,,DoubleSMACross,1355,737481.4166666666,Broker,1355,10787.149774316744,10787.149774316744,BuySell,1355,,,Trades - Net Profit/Loss,1355,,
